Date,Open,High,Low,Close,Adj Close,Volume,,RETURNS,Probability,PiXi,Xi-r,(Xi-r)^2,P*(Xi-r)^2,SQRT(P*(Xi-r)^2)
12-10-2022,225,232.949997,225,232.149994,222.703064,286063,,0.030175229,0.401606426,0.012118566,0.006310976,3.98284E-05,1.59953E-05,0.003999419
13-10-2022,231.600006,235.5,231.449997,234.649994,225.101334,443155,,0.0107689,0.401606426,0.004324859,-0.013095353,0.000171488,6.88708E-05,0.008298843
14-10-2022,237.649994,238.399994,235.399994,236.300003,226.684204,372142,,0.007031788,0.401606426,0.002824011,-0.016832465,0.000283332,0.000113788,0.010667141
17-10-2022,236.399994,238.449997,232.899994,237.800003,228.123154,207226,,0.006347863,0.401606426,0.002549342,-0.01751639,0.000306824,0.000123222,0.011100561
18-10-2022,238.100006,242.199997,236.899994,241.699997,231.864441,202436,,0.016400311,0.401606426,0.00658647,-0.007463942,5.57104E-05,2.23737E-05,0.004730081
19-10-2022,242,242.949997,237.100006,238.100006,228.410965,306806,,-0.01489446,0.401606426,-0.005981711,-0.038758713,0.001502238,0.000603308,0.024562336
20-10-2022,237.949997,242.350006,233.649994,240.899994,231.097,266687,,0.011759714,0.401606426,0.004722777,-0.012104539,0.00014652,5.88433E-05,0.00767094
21-10-2022,240.899994,241,238.199997,238.649994,228.938553,113990,,-0.009339975,0.401606426,-0.003750994,-0.033204228,0.001102521,0.000442779,0.021042325
24-10-2022,240,241.5,240,240.449997,230.665314,49072,,0.007542439,0.401606426,0.003029092,-0.016321814,0.000266402,0.000106989,0.010343529
25-10-2022,239.449997,240.899994,238,240,230.233643,1402815,,-0.001871479,0.401606426,-0.000751598,-0.025735731,0.000662328,0.000265995,0.016309357
27-10-2022,240,241.5,239,240.850006,231.049042,269171,,0.003541692,0.401606426,0.001422366,-0.020322561,0.000413006,0.000165866,0.0128789
28-10-2022,241.25,247.850006,240.600006,244.350006,234.406631,388968,,0.014531866,0.401606426,0.005836091,-0.009332387,8.70934E-05,3.49773E-05,0.00591416
31-10-2022,245.300003,247.449997,243.699997,245.899994,235.893539,207902,,0.006343311,0.401606426,0.002547514,-0.017520942,0.000306983,0.000123287,0.011103446
01-11-2022,245.800003,246.75,243.300003,245.600006,235.605759,188190,,-0.001219959,0.401606426,-0.000489944,-0.025084212,0.000629218,0.000252698,0.015896474
02-11-2022,245.100006,249.600006,241.699997,245.149994,235.174057,632271,,-0.001832296,0.401606426,-0.000735862,-0.025696549,0.000660313,0.000265186,0.016284526
03-11-2022,243.199997,247.550003,241,246.300003,236.277267,229230,,0.004691042,0.401606426,0.001883953,-0.01917321,0.000367612,0.000147635,0.012150528
04-11-2022,246,248.699997,245.5,246,235.989471,360823,,-0.001218039,0.401606426,-0.000489172,-0.025082292,0.000629121,0.000252659,0.015895257
07-11-2022,246.800003,251.300003,246.800003,249.5,239.347046,361222,,0.014227642,0.401606426,0.005713913,-0.009636611,9.28643E-05,3.72949E-05,0.006106954
09-11-2022,255.699997,263.299988,254.5,255.949997,245.534561,1631820,,0.025851691,0.401606426,0.010382205,0.001987439,3.94991E-06,1.58631E-06,0.001259488
10-11-2022,258,260.600006,252.25,253.649994,243.328156,1356835,,-0.008986142,0.401606426,-0.003608892,-0.032850395,0.001079148,0.000433393,0.020818092
11-11-2022,258.5,259,252.600006,253.25,242.944443,866306,,-0.001576953,0.401606426,-0.000633314,-0.025441205,0.000647255,0.000259942,0.016122709
14-11-2022,254.5,256.25,246.350006,247.199997,237.14064,923653,,-0.023889449,0.401606426,-0.009594156,-0.047753702,0.002280416,0.00091583,0.030262679
15-11-2022,233.699997,238.649994,230.550003,232.100006,222.655106,2792274,,-0.061084107,0.401606426,-0.02453177,-0.08494836,0.007216224,0.002898082,0.053833835
16-11-2022,232.550003,235.5,230.600006,234.850006,225.293198,389571,,0.011848341,0.401606426,0.00475837,-0.012015912,0.000144382,5.79848E-05,0.007614775
17-11-2022,234,234.5,231,232.300003,222.84697,200403,,-0.010858007,0.401606426,-0.004360645,-0.03472226,0.001205635,0.000484191,0.022004338
18-11-2022,231.75,233.350006,228.300003,229.399994,220.064972,220886,,-0.012483896,0.401606426,-0.005013613,-0.036348148,0.001321188,0.000530598,0.023034703
21-11-2022,228.149994,230.5,226.899994,229.5,220.160919,191467,,0.000435946,0.401606426,0.000175079,-0.023428307,0.000548886,0.000220436,0.014847086
22-11-2022,227.25,230.649994,227.25,229.100006,219.777191,275384,,-0.001742893,0.401606426,-0.000699957,-0.025607146,0.000655726,0.000263344,0.016227869
23-11-2022,229.25,231.100006,228.949997,230.600006,221.216156,183370,,0.006547359,0.401606426,0.002629461,-0.017316894,0.000299875,0.000120432,0.010974136
